"id","parent_id","name","fullname","parent_name","name_ru","name_en"
1105,82,"Town Box","","Mitsubishi","Town Box",NULL
1106,82,"Town Box Wide","","Mitsubishi","Town Box Wide",NULL
1107,82,"Triton","","Mitsubishi","Triton",NULL
1108,82,"i","","Mitsubishi","i",NULL
1109,83,"Galue","","Mitsuoka","Galue",NULL
1110,83,"Le-Seyde","","Mitsuoka","Le-Seyde",NULL
1111,84,"4/4","","Morgan","4/4",NULL
1112,84,"Aero 8","","Morgan","Aero 8",NULL
1113,84,"Plus 4","","Morgan","Plus 4",NULL
1114,84,"Plus 8","","Morgan","Plus 8",NULL
1115,85,"100NX","","Nissan","100NX",NULL
1116,85,"180SX","","Nissan","180SX",NULL
1117,85,"200SX","","Nissan","200SX",NULL
1118,85,"240SX","","Nissan","240SX",NULL
1119,85,"280ZX","","Nissan","280ZX",NULL
1120,85,"300ZX","","Nissan","300ZX",NULL
1121,85,"350Z","","Nissan","350Z",NULL
1122,85,"AD","","Nissan","AD",NULL
1123,85,"Almera","","Nissan","Almera",NULL
1124,85,"Almera Classic","","Nissan","Almera Classic",NULL
1125,85,"Almera Tino","","Nissan","Almera Tino",NULL
1126,85,"Altima","","Nissan","Altima",NULL
1127,85,"Armada","","Nissan","Armada",NULL
1128,85,"Avenir","","Nissan","Avenir",NULL
1129,85,"Bassara","","Nissan","Bassara",NULL
1130,85,"Bluebird","","Nissan","Bluebird",NULL
1131,85,"Bluebird Sylphy","","Nissan","Bluebird Sylphy",NULL
1132,85,"Caravan","","Nissan","Caravan",NULL
1133,85,"Cedric","","Nissan","Cedric",NULL
1134,85,"Cefiro","","Nissan","Cefiro",NULL
1135,85,"Cherry","","Nissan","Cherry",NULL
1136,85,"Cima","","Nissan","Cima",NULL
1137,85,"Civilian","","Nissan","Civilian",NULL
1138,85,"Crew","","Nissan","Crew",NULL
1139,85,"Cube","","Nissan","Cube",NULL
1140,85,"Datsun","","Nissan","Datsun",NULL
1141,85,"Elgrand","","Nissan","Elgrand",NULL
1142,85,"Expert","","Nissan","Expert",NULL
1143,85,"Fairlady","","Nissan","Fairlady",NULL
1144,85,"Frontier","","Nissan","Frontier",NULL
1145,85,"Gloria","","Nissan","Gloria",NULL
1146,85,"Largo","","Nissan","Largo",NULL
1147,85,"Laurel","","Nissan","Laurel",NULL
1148,85,"Leopard","","Nissan","Leopard",NULL
1149,85,"Liberty","","Nissan","Liberty",NULL
1150,85,"Livina Geniss","","Nissan","Livina Geniss",NULL
1151,85,"Lucino","","Nissan","Lucino",NULL
1152,85,"March","","Nissan","March",NULL
1153,85,"Maxima","","Nissan","Maxima",NULL
1154,85,"Maxima QX","","Nissan","Maxima QX",NULL
1155,85,"Micra","","Nissan","Micra",NULL
1156,85,"Mistral","","Nissan","Mistral",NULL
1157,85,"Moco","","Nissan","Moco",NULL
1158,85,"Murano","","Nissan","Murano",NULL
1159,85,"NP300","","Nissan","NP300",NULL
1160,85,"Navara","","Nissan","Navara",NULL
1161,85,"Note","","Nissan","Note",NULL
1162,85,"Otti","","Nissan","Otti",NULL
1163,85,"Pathfinder","","Nissan","Pathfinder",NULL
1164,85,"Pathfinder Aramada","","Nissan","Pathfinder Aramada",NULL
1165,85,"Patrol","","Nissan","Patrol",NULL
1166,85,"Pickup","","Nissan","Pickup",NULL
1167,85,"Prairie","","Nissan","Prairie",NULL
1168,85,"Presage","","Nissan","Presage",NULL
1169,85,"Presea","","Nissan","Presea",NULL
1170,85,"President","","Nissan","President",NULL
1171,85,"Primastar","","Nissan","Primastar",NULL
1172,85,"Primera","","Nissan","Primera",NULL
1173,85,"Pulsar","","Nissan","Pulsar",NULL
1174,85,"Qashqai","","Nissan","Qashqai",NULL
1175,85,"Quest","","Nissan","Quest",NULL
1176,85,"R'nessa","","Nissan","R'nessa",NULL
1177,85,"Rasheen","","Nissan","Rasheen",NULL
1178,85,"Rogue","","Nissan","Rogue",NULL
1179,85,"Safari","","Nissan","Safari",NULL
1180,85,"Sentra","","Nissan","Sentra",NULL
1181,85,"Serena","","Nissan","Serena",NULL
1182,85,"Silvia","","Nissan","Silvia",NULL
1183,85,"Skyline","","Nissan","Skyline",NULL
1184,85,"Stagea","","Nissan","Stagea",NULL
1185,85,"Stanza","","Nissan","Stanza",NULL
1186,85,"Sunny","","Nissan","Sunny",NULL
1187,85,"Teana","","Nissan","Teana",NULL
1188,85,"Terrano","","Nissan","Terrano",NULL
1189,85,"Tiida","","Nissan","Tiida",NULL
1190,85,"Tiida latio","","Nissan","Tiida latio",NULL
1191,85,"Tino","","Nissan","Tino",NULL
1192,85,"Titan","","Nissan","Titan",NULL
1193,85,"Vanette","","Nissan","Vanette",NULL
1194,85,"Versa","","Nissan","Versa",NULL
1195,85,"Wingroad","","Nissan","Wingroad",NULL
1196,85,"X-Trail","","Nissan","X-Trail",NULL
1197,85,"Xterra","","Nissan","Xterra",NULL
1198,86,"Achieva","","Oldsmobile","Achieva",NULL
1199,86,"Alero","","Oldsmobile","Alero",NULL
1200,86,"Aurora","","Oldsmobile","Aurora",NULL
1201,86,"Bravada","","Oldsmobile","Bravada",NULL
1202,86,"Cutlass","","Oldsmobile","Cutlass",NULL
1203,86,"Cutlass Calais","","Oldsmobile","Cutlass Calais",NULL
1204,86,"Cutlass Ciera","","Oldsmobile","Cutlass Ciera",NULL
1205,86,"Cutlass Cruiser","","Oldsmobile","Cutlass Cruiser",NULL
1206,86,"Cutlass Supreme","","Oldsmobile","Cutlass Supreme",NULL
1207,86,"Delta","","Oldsmobile","Delta",NULL
1208,86,"Eighty Eight","","Oldsmobile","Eighty Eight",NULL
1209,86,"Intrigue","","Oldsmobile","Intrigue",NULL
1210,86,"Nineghty eight","","Oldsmobile","Nineghty eight",NULL
1211,86,"Omega","","Oldsmobile","Omega",NULL
1212,86,"Silhouette","","Oldsmobile","Silhouette",NULL
1213,87,"Admiral","","Opel","Admiral",NULL
1214,87,"Agila","","Opel","Agila",NULL
1215,87,"Antara","","Opel","Antara",NULL
1216,87,"Arena","","Opel","Arena",NULL
1217,87,"Ascona","","Opel","Ascona",NULL
1218,87,"Astra","","Opel","Astra",NULL
1219,87,"Calibra","","Opel","Calibra",NULL
1220,87,"Campo","","Opel","Campo",NULL
1221,87,"Combo","","Opel","Combo",NULL
1222,87,"Corsa","","Opel","Corsa",NULL
1223,87,"Frontera","","Opel","Frontera",NULL
1224,87,"GT","","Opel","GT",NULL
1225,87,"Insignia","","Opel","Insignia",NULL
1226,87,"Kadett","","Opel","Kadett",NULL
1227,87,"Manta","","Opel","Manta",NULL
1228,87,"Meriva","","Opel","Meriva",NULL
1229,87,"Monterey","","Opel","Monterey",NULL
1230,87,"Monza","","Opel","Monza",NULL
1231,87,"Movano","","Opel","Movano",NULL
1232,87,"Olimpia","","Opel","Olimpia",NULL
1233,87,"Omega","","Opel","Omega",NULL
1234,87,"Rekord","","Opel","Rekord",NULL
1235,87,"Senator","","Opel","Senator",NULL
1236,87,"Signum","","Opel","Signum",NULL
1237,87,"Sintra","","Opel","Sintra",NULL
1238,87,"Speedster","","Opel","Speedster",NULL
1239,87,"Tigra","","Opel","Tigra",NULL
1240,87,"Vectra","","Opel","Vectra",NULL
1241,87,"Vita","","Opel","Vita",NULL
1242,87,"Vivaro","","Opel","Vivaro",NULL
1243,87,"Zafira","","Opel","Zafira",NULL
1244,88,"Pinzgauer","","Steyr-Daimler-Puch","Pinzgauer",NULL
1245,89,"Zonda","","Pagani","Zonda",NULL
1246,90,"Esperante","","Panoz","Esperante",NULL
1247,91,"1007","","Peugeot","1007",NULL
1248,91,"106","","Peugeot","106",NULL
1249,91,"107","","Peugeot","107",NULL
1250,91,"204","","Peugeot","204",NULL
1251,91,"205","","Peugeot","205",NULL
1252,91,"206","","Peugeot","206",NULL
1253,91,"207","","Peugeot","207",NULL
1254,91,"305","","Peugeot","305",NULL
1255,91,"306","","Peugeot","306",NULL
1256,91,"307","","Peugeot","307",NULL
1257,91,"308","","Peugeot","308",NULL
1258,91,"4007","","Peugeot","4007",NULL
1259,91,"405","","Peugeot","405",NULL
1260,91,"406","","Peugeot","406",NULL
1261,91,"407","","Peugeot","407",NULL
1262,91,"504","","Peugeot","504",NULL
1263,91,"505","","Peugeot","505",NULL
1264,91,"604","","Peugeot","604",NULL
1265,91,"605","","Peugeot","605",NULL
1266,91,"607","","Peugeot","607",NULL
1267,91,"608","","Peugeot","608",NULL
1268,91,"806","","Peugeot","806",NULL
1269,91,"807","","Peugeot","807",NULL
1270,91,"Boxer","","Peugeot","Boxer",NULL
1271,91,"Expert","","Peugeot","Expert",NULL
1272,91,"Partner","","Peugeot","Partner",NULL
1274,92,"Acclaim","","Plymouth","Acclaim",NULL
1275,92,"Breeze","","Plymouth","Breeze",NULL
1276,92,"Laser","","Plymouth","Laser",NULL
1277,92,"Neon","","Plymouth","Neon",NULL
1278,92,"Prowler","","Plymouth","Prowler",NULL
1279,92,"Sundance","","Plymouth","Sundance",NULL
1280,92,"Voyager","","Plymouth","Voyager",NULL
1281,93,"Aztec","","Pontiac","Aztec",NULL
1282,93,"Bonneville","","Pontiac","Bonneville",NULL
1283,93,"Firebird","","Pontiac","Firebird",NULL
1284,93,"G5","","Pontiac","G5",NULL
1285,93,"G6","","Pontiac","G6",NULL
1286,93,"G7","","Pontiac","G7",NULL
1287,93,"G8","","Pontiac","G8",NULL
1288,93,"GTO","","Pontiac","GTO",NULL
1289,93,"Grand AM","","Pontiac","Grand AM",NULL
1290,93,"Grand Prix","","Pontiac","Grand Prix",NULL
1291,93,"Lemans","","Pontiac","Lemans",NULL
1292,93,"Montana","","Pontiac","Montana",NULL
1293,93,"Phoenix","","Pontiac","Phoenix",NULL
1294,93,"Solstice","","Pontiac","Solstice",NULL
1295,93,"Sunbird","","Pontiac","Sunbird",NULL
1296,93,"Sunfire","","Pontiac","Sunfire",NULL
1297,93,"Torrent","","Pontiac","Torrent",NULL
1298,93,"Trans AM","","Pontiac","Trans AM",NULL
1299,93,"Trans Sport","","Pontiac","Trans Sport",NULL
1300,93,"Vibe","","Pontiac","Vibe",NULL
1301,93,"Wave","","Pontiac","Wave",NULL
1302,94,"911","","Porsche","911",NULL
1303,94,"924","","Porsche","924",NULL
1304,94,"928","","Porsche","928",NULL
1305,94,"944","","Porsche","944",NULL
1306,94,"968","","Porsche","968",NULL
1307,94,"996","","Porsche","996",NULL
1308,94,"997","","Porsche","997",NULL
1309,94,"Boxster","","Porsche","Boxster",NULL
1310,94,"Carrera GT","","Porsche","Carrera GT",NULL
1311,94,"Cayenne","","Porsche","Cayenne",NULL
1312,94,"Cayman","","Porsche","Cayman",NULL
1313,95,"315","","Proton","315",NULL
1314,95,"415","","Proton","415",NULL
1315,95,"Persona","","Proton","Persona",NULL
1316,95,"Putra","","Proton","Putra",NULL
1317,95,"Satria","","Proton","Satria",NULL
1318,96,"10","","Renault","10",NULL
1319,96,"11","","Renault","11",NULL
1320,96,"14","","Renault","14",NULL
1321,96,"18","","Renault","18",NULL
1322,96,"19","","Renault","19",NULL
1323,96,"21","","Renault","21",NULL
1324,96,"25","","Renault","25",NULL
1325,96,"30","","Renault","30",NULL
1326,96,"4","","Renault","4",NULL
1327,96,"5","","Renault","5",NULL
1328,96,"8","","Renault","8",NULL
1329,96,"9","","Renault","9",NULL
1330,96,"Avantime","","Renault","Avantime",NULL
1331,96,"Clio","","Renault","Clio",NULL
1332,96,"Espace","","Renault","Espace",NULL
1333,96,"Express","","Renault","Express",NULL
1334,96,"Fuego","","Renault","Fuego",NULL
1335,96,"Grand Espace","","Renault","Grand Espace",NULL
1336,96,"Grand Scenic","","Renault","Grand Scenic",NULL
1337,96,"Kangoo","","Renault","Kangoo",NULL
1338,96,"Koleos","","Renault","Koleos",NULL
1339,96,"Laguna","","Renault","Laguna",NULL
1340,96,"Logan","","Renault","Logan",NULL
1341,96,"Magnum","","Renault","Magnum",NULL
1342,96,"Mascott","","Renault","Mascott",NULL
1343,96,"Master","","Renault","Master",NULL
1344,96,"Megane","","Renault","Megane",NULL
1345,96,"Midlum","","Renault","Midlum",NULL
1346,96,"Modus","","Renault","Modus",NULL
1347,96,"Nevada","","Renault","Nevada",NULL
1348,96,"Premium","","Renault","Premium",NULL
1349,96,"Rapid","","Renault","Rapid",NULL
1350,96,"Safrane","","Renault","Safrane",NULL
1351,96,"Scenic","","Renault","Scenic",NULL
1352,96,"Sport Spyder","","Renault","Sport Spyder",NULL
1353,96,"Symbol","","Renault","Symbol",NULL
1354,96,"Trafic","","Renault","Trafic",NULL
1355,96,"Twingo","","Renault","Twingo",NULL
1356,96,"Vel Satis","","Renault","Vel Satis",NULL
1357,97,"750","","Roewe","750",NULL
1358,98,"Corniche","","Rolls-Royce","Corniche",NULL
1359,98,"Park Ward","","Rolls-Royce","Park Ward",NULL
1360,98,"Phantom","","Rolls-Royce","Phantom",NULL
1361,98,"Silver Seraph","","Rolls-Royce","Silver Seraph",NULL
1362,98,"Silver Spur","","Rolls-Royce","Silver Spur",NULL
1363,99,"100","","Rover","100",NULL
1364,99,"200","","Rover","200",NULL
1365,99,"213","","Rover","213",NULL
1366,99,"25","","Rover","25",NULL
1367,99,"2600","","Rover","2600",NULL
1368,99,"400","","Rover","400",NULL
1369,99,"45","","Rover","45",NULL
1370,99,"600","","Rover","600",NULL
1371,99,"75","","Rover","75",NULL
1372,99,"800","","Rover","800",NULL
1373,99,"City","","Rover","City",NULL
1374,99,"MGF","","Rover","MGF",NULL
1375,99,"Maestro","","Rover","Maestro",NULL
1376,99,"Metro","","Rover","Metro",NULL
1377,99,"Mini","","Rover","Mini",NULL
1378,99,"Streetwise","","Rover","Streetwise",NULL
1379,100,"Alhambra","","SEAT","Alhambra",NULL
1380,100,"Altea","","SEAT","Altea",NULL
1381,100,"Arosa","","SEAT","Arosa",NULL
1382,100,"Cordoba","","SEAT","Cordoba",NULL
1383,100,"Exeo","","SEAT","Exeo",NULL
1384,100,"Freetrack","","SEAT","Freetrack",NULL
1385,100,"Ibiza","","SEAT","Ibiza",NULL
1386,100,"Inca","","SEAT","Inca",NULL
1387,100,"Leon","","SEAT","Leon",NULL
1388,100,"Marbella","","SEAT","Marbella",NULL
1389,100,"Toledo","","SEAT","Toledo",NULL
1390,100,"XL","","SEAT","XL",NULL
1391,101,"9-2","","Saab","9-2",NULL
1392,101,"9-3","","Saab","9-3",NULL
1393,101,"9-5","","Saab","9-5",NULL
1394,101,"9-7X","","Saab","9-7X",NULL
1395,101,"900","","Saab","900",NULL
1396,101,"900 II","","Saab","900 II",NULL
1397,101,"9000","","Saab","9000",NULL
1398,102,"S7","","Saleen","S7",NULL
1399,103,"SM3","","Samsung","SM3",NULL
1400,103,"SM5","","Samsung","SM5",NULL
1401,103,"SM7","","Samsung","SM7",NULL
1402,104,"Astra","","Saturn","Astra",NULL
1403,104,"Aura","","Saturn","Aura",NULL
1404,104,"ION","","Saturn","ION",NULL
1405,104,"Ion Red Line","","Saturn","Ion Red Line",NULL
1406,104,"LS","","Saturn","LS",NULL
1407,104,"LW","","Saturn","LW",NULL
1408,104,"Outlook","","Saturn","Outlook",NULL
1409,104,"SC1","","Saturn","SC1",NULL
1410,104,"SC2","","Saturn","SC2",NULL
1411,104,"SL","","Saturn","SL",NULL
1412,104,"SL2","","Saturn","SL2",NULL
1413,104,"SW","","Saturn","SW",NULL
1414,104,"Sky","","Saturn","Sky",NULL
1415,104,"VUE","","Saturn","VUE",NULL
1416,105,"tC","","Scion","tC",NULL
1417,105,"xA","","Scion","xA",NULL
1418,105,"xB","","Scion","xB",NULL
1419,105,"xD","","Scion","xD",NULL
1420,107,"SCEO","","Shuanghuan","SCEO",NULL
1421,108,"105, 120","","Skoda","105, 120",NULL
1422,108,"Fabia","","Skoda","Fabia",NULL
1423,108,"Favorit","","Skoda","Favorit",NULL
1424,108,"Felicia","","Skoda","Felicia",NULL
1425,108,"Forman","","Skoda","Forman",NULL
1426,108,"Octavia","","Skoda","Octavia",NULL
1427,108,"Octavia Scout","","Skoda","Octavia Scout",NULL
1428,108,"Octavia Tour","","Skoda","Octavia Tour",NULL
1429,108,"Praktik","","Skoda","Praktik",NULL
1430,108,"Rapid","","Skoda","Rapid",NULL
1431,108,"Roomster","","Skoda","Roomster",NULL
1432,108,"Superb","","Skoda","Superb",NULL
1433,109,"City","","Smart","City",NULL
1434,109,"Forfour","","Smart","Forfour",NULL
1435,109,"Fortwo","","Smart","Fortwo",NULL
1436,109,"Roadster","","Smart","Roadster",NULL
1437,110,"C8","","Spyker","C8",NULL
1438,111,"Actyon","","SsangYong","Actyon",NULL
1439,111,"Actyon Sport","","SsangYong","Actyon Sport",NULL
1440,111,"Chairman","","SsangYong","Chairman",NULL
1441,111,"Istana","","SsangYong","Istana",NULL
1442,111,"Korando","","SsangYong","Korando",NULL
1443,111,"Korando Family","","SsangYong","Korando Family",NULL
1444,111,"Kyron","","SsangYong","Kyron",NULL
1445,111,"Musso","","SsangYong","Musso",NULL
1446,111,"Musso Sports","","SsangYong","Musso Sports",NULL
1447,111,"Rexton","","SsangYong","Rexton",NULL
1448,111,"Rodius","","SsangYong","Rodius",NULL
1449,112,"Baja","","Subaru","Baja",NULL
1450,112,"Dias Wagon","","Subaru","Dias Wagon",NULL
1451,112,"E10","","Subaru","E10",NULL
1452,112,"E12","","Subaru","E12",NULL
1453,112,"Forester","","Subaru","Forester",NULL
1454,112,"Impreza","","Subaru","Impreza",NULL
1455,112,"Impreza WRX STI","","Subaru","Impreza WRX STI",NULL
1456,112,"Justy","","Subaru","Justy",NULL
1457,112,"Legacy","","Subaru","Legacy",NULL
1458,112,"Leone","","Subaru","Leone",NULL
1459,112,"Libero","","Subaru","Libero",NULL
1460,112,"Outback","","Subaru","Outback",NULL
1461,112,"Pleo","","Subaru","Pleo",NULL
1462,112,"R1","","Subaru","R1",NULL
1463,112,"R2","","Subaru","R2",NULL
1464,112,"SVX","","Subaru","SVX",NULL
1465,112,"Sambar","","Subaru","Sambar",NULL
1466,112,"Stella","","Subaru","Stella",NULL
1467,112,"Traviq","","Subaru","Traviq",NULL
1468,112,"Tribeca","","Subaru","Tribeca",NULL
1469,112,"Vivio","","Subaru","Vivio",NULL
1470,113,"Aerio","","Suzuki","Aerio",NULL
1471,113,"Alto","","Suzuki","Alto",NULL
1472,113,"Baleno","","Suzuki","Baleno",NULL
1473,113,"Cappuccino","","Suzuki","Cappuccino",NULL
1474,113,"Cultus","","Suzuki","Cultus",NULL
1475,113,"Equator","","Suzuki","Equator",NULL
1476,113,"Escudo","","Suzuki","Escudo",NULL
1477,113,"Esteem","","Suzuki","Esteem",NULL
1478,113,"Every","","Suzuki","Every",NULL
1479,113,"Forenza","","Suzuki","Forenza",NULL
1480,113,"Geo","","Suzuki","Geo",NULL
1481,113,"Grand Vitara","","Suzuki","Grand Vitara",NULL
1482,113,"Ignis","","Suzuki","Ignis",NULL
1483,113,"Jimny","","Suzuki","Jimny",NULL
1484,113,"Kei","","Suzuki","Kei",NULL
1485,113,"Lapin","","Suzuki","Lapin",NULL
1486,113,"Liana","","Suzuki","Liana",NULL
1487,113,"Reno","","Suzuki","Reno",NULL
1488,113,"SX4","","Suzuki","SX4",NULL
1489,113,"Samurai","","Suzuki","Samurai",NULL
1490,113,"Sidekick","","Suzuki","Sidekick",NULL
1491,113,"Solio","","Suzuki","Solio",NULL
1492,113,"Splash","","Suzuki","Splash",NULL
1493,113,"Swift","","Suzuki","Swift",NULL
1494,113,"Twin","","Suzuki","Twin",NULL
1495,113,"Verona","","Suzuki","Verona",NULL
1496,113,"Vitara","","Suzuki","Vitara",NULL
1497,113,"Wagon R+","","Suzuki","Wagon R+",NULL
1498,113,"X-90","","Suzuki","X-90",NULL
1499,113,"XL-7","","Suzuki","XL-7",NULL
1500,114,"Cerbera","","TVR","Cerbera",NULL
1501,114,"Chimaera","","TVR","Chimaera",NULL
1502,114,"Griffith","","TVR","Griffith",NULL
1503,114,"T350","","TVR","T350",NULL
1504,114,"Tamora","","TVR","Tamora",NULL
1505,114,"Tuscan","","TVR","Tuscan",NULL
1506,115,"1307-1510","","Talbot","1307-1510",NULL
1507,115,"Horizon","","Talbot","Horizon",NULL
1508,115,"Tagora","","Talbot","Tagora",NULL
1509,116,"Indica","","Tata","Indica",NULL
1510,117,"613","","Tatra","613",NULL
1511,117,"700","","Tatra","700",NULL
1512,117,"815","","Tatra","815",NULL
1513,118,"Century","","Tianma","Century",NULL
1514,119,"Admiral","","Tianye","Admiral",NULL
1515,119,"Banner","","Tianye","Banner",NULL
1516,120,"Dogan","","Tofas","Dogan",NULL
1517,120,"Kartal","","Tofas","Kartal",NULL
1518,120,"Sahin","","Tofas","Sahin",NULL
1519,120,"Serce","","Tofas","Serce",NULL
1520,120,"Tempra","","Tofas","Tempra",NULL
1521,121,"4 Runner","","Toyota","4 Runner",NULL
1522,121,"Allex","","Toyota","Allex",NULL
1523,121,"Allion","","Toyota","Allion",NULL
1524,121,"Alphard","","Toyota","Alphard",NULL
1525,121,"Altezza","","Toyota","Altezza",NULL
1526,121,"Aristo","","Toyota","Aristo",NULL
1527,121,"Aurion","","Toyota","Aurion",NULL
1528,121,"Auris","","Toyota","Auris",NULL
1529,121,"Avalon","","Toyota","Avalon",NULL
1530,121,"Avensis","","Toyota","Avensis",NULL
1531,121,"Avensis Verso","","Toyota","Avensis Verso",NULL
1532,121,"Aygo","","Toyota","Aygo",NULL
1533,121,"Bandeirante","","Toyota","Bandeirante",NULL
1534,121,"Brevis","","Toyota","Brevis",NULL
1535,121,"Caldina","","Toyota","Caldina",NULL
1536,121,"Cami","","Toyota","Cami",NULL
1537,121,"Camry","","Toyota","Camry",NULL
1538,121,"Camry Solara","","Toyota","Camry Solara",NULL
1539,121,"Carina","","Toyota","Carina",NULL
1540,121,"Carina E","","Toyota","Carina E",NULL
1541,121,"Carina ED","","Toyota","Carina ED",NULL
1542,121,"Cavalier","","Toyota","Cavalier",NULL
1543,121,"Celica","","Toyota","Celica",NULL
1544,121,"Celsior","","Toyota","Celsior",NULL
1545,121,"Century","","Toyota","Century",NULL
1546,121,"Chaser","","Toyota","Chaser",NULL
1547,121,"Coaster","","Toyota","Coaster",NULL
1548,121,"Corolla","","Toyota","Corolla",NULL
1549,121,"Corolla Ceres","","Toyota","Corolla Ceres",NULL
1550,121,"Corolla Fielder","","Toyota","Corolla Fielder",NULL
1551,121,"Corolla Levin","","Toyota","Corolla Levin",NULL
1552,121,"Corolla Runx","","Toyota","Corolla Runx",NULL
1553,121,"Corolla Spacio","","Toyota","Corolla Spacio",NULL
1554,121,"Corolla Verso","","Toyota","Corolla Verso",NULL
1555,121,"Corona","","Toyota","Corona",NULL
1556,121,"Corona Premio","","Toyota","Corona Premio",NULL
1557,121,"Corsa","","Toyota","Corsa",NULL
1558,121,"Cressida","","Toyota","Cressida",NULL
1559,121,"Cresta","","Toyota","Cresta",NULL
1560,121,"Crown","","Toyota","Crown",NULL
1561,121,"Crown Athlete","","Toyota","Crown Athlete",NULL
1562,121,"Crown Majesta","","Toyota","Crown Majesta",NULL
1563,121,"Crown Royal","","Toyota","Crown Royal",NULL
1564,121,"Curren","","Toyota","Curren",NULL
1565,121,"Cynos","","Toyota","Cynos",NULL
1566,121,"Duet","","Toyota","Duet",NULL
1567,121,"Echo","","Toyota","Echo",NULL
1568,121,"Estima","","Toyota","Estima",NULL
1569,121,"Estima Lucida","","Toyota","Estima Lucida",NULL
1570,121,"FJ Cruiser","","Toyota","FJ Cruiser",NULL
1571,121,"Fortuner","","Toyota","Fortuner",NULL
1572,121,"Funcargo","","Toyota","Funcargo",NULL
1573,121,"Gaia","","Toyota","Gaia",NULL
1574,121,"Grand hiace","","Toyota","Grand hiace",NULL
1575,121,"Granvia","","Toyota","Granvia",NULL
1576,121,"Harrier","","Toyota","Harrier",NULL
1577,121,"Hiace","","Toyota","Hiace",NULL
1578,121,"Highlander","","Toyota","Highlander",NULL
1579,121,"Hilux","","Toyota","Hilux",NULL
1580,121,"Hilux Surf","","Toyota","Hilux Surf",NULL
1581,121,"Ipsum","","Toyota","Ipsum",NULL
1582,121,"Isis","","Toyota","Isis",NULL
1583,121,"Ist","","Toyota","Ist",NULL
1584,121,"Kluger","","Toyota","Kluger",NULL
1585,121,"Land Cruiser","","Toyota","Land Cruiser",NULL
1586,121,"Land Cruiser Prado","","Toyota","Land Cruiser Prado",NULL
1587,121,"Lite Ace","","Toyota","Lite Ace",NULL
1588,121,"MR2","","Toyota","MR2",NULL
1589,121,"MRS","","Toyota","MRS",NULL
1590,121,"Mark II","","Toyota","Mark II",NULL
1591,121,"Mark X","","Toyota","Mark X",NULL
1592,121,"Matrix","","Toyota","Matrix",NULL
1593,121,"Nadia","","Toyota","Nadia",NULL
1594,121,"Noah","","Toyota","Noah",NULL
1595,121,"Opa","","Toyota","Opa",NULL
1596,121,"Origin","","Toyota","Origin",NULL
1597,121,"Paseo","","Toyota","Paseo",NULL
1598,121,"Passo","","Toyota","Passo",NULL
1599,121,"Picnic","","Toyota","Picnic",NULL
1600,121,"Platz","","Toyota","Platz",NULL
1601,121,"Porte","","Toyota","Porte",NULL
1602,121,"Premio","","Toyota","Premio",NULL
1603,121,"Previa","","Toyota","Previa",NULL
1604,121,"Prius","","Toyota","Prius",NULL
1605,121,"Probox","","Toyota","Probox",NULL
1606,121,"Progres","","Toyota","Progres",NULL
1607,121,"Pronard","","Toyota","Pronard",NULL
1608,121,"Ractis","","Toyota","Ractis",NULL
1609,121,"Raum","","Toyota","Raum",NULL
1610,121,"Rav 4","","Toyota","Rav 4",NULL
1611,121,"Regius","","Toyota","Regius",NULL
1612,121,"Regius ACE","","Toyota","Regius ACE",NULL
1613,121,"Rush","","Toyota","Rush",NULL
1614,121,"Scepter","","Toyota","Scepter",NULL
1615,121,"Scion","","Toyota","Scion",NULL
1616,121,"Sequoia","","Toyota","Sequoia",NULL
1617,121,"Sera","","Toyota","Sera",NULL
1618,121,"Sienna","","Toyota","Sienna",NULL
1619,121,"Sienta","","Toyota","Sienta",NULL
1620,121,"Soarer","","Toyota","Soarer",NULL
1621,121,"Solara","","Toyota","Solara",NULL
1622,121,"Sparky","","Toyota","Sparky",NULL
1623,121,"Sprinter","","Toyota","Sprinter",NULL
1624,121,"Sprinter Marino","","Toyota","Sprinter Marino",NULL
1625,121,"Starlet","","Toyota","Starlet",NULL
1626,121,"Succeed","","Toyota","Succeed",NULL
1627,121,"Supra","","Toyota","Supra",NULL
1628,121,"Tacoma","","Toyota","Tacoma",NULL
1629,121,"Tercel","","Toyota","Tercel",NULL
1630,121,"Town Ace","","Toyota","Town Ace",NULL
1631,121,"Tundra","","Toyota","Tundra",NULL
1632,121,"Verossa","","Toyota","Verossa",NULL
1633,121,"Vios","","Toyota","Vios",NULL
1634,121,"Vista","","Toyota","Vista",NULL
1635,121,"Vitz","","Toyota","Vitz",NULL
1636,121,"Voltz","","Toyota","Voltz",NULL
1637,121,"Voxy","","Toyota","Voxy",NULL
1638,121,"Will Cypha","","Toyota","Will Cypha",NULL
1639,121,"Will VS","","Toyota","Will VS",NULL
1640,121,"Windom","","Toyota","Windom",NULL
1641,121,"Wish","","Toyota","Wish",NULL
1642,121,"Yaris","","Toyota","Yaris",NULL
1643,121,"Yaris Verso","","Toyota","Yaris Verso",NULL
1644,121,"bB","","Toyota","bB",NULL
1646,122,"600","","Trabant","600",NULL
1647,122,"601","","Trabant","601",NULL
1648,123,"300","","Venturi","300",NULL
1649,123,"400","","Venturi","400",NULL
1650,123,"Fetish","","Venturi","Fetish",NULL
1651,124,"Beetle","","Volkswagen","Beetle",NULL
1652,124,"Bora","","Volkswagen","Bora",NULL
1653,124,"Caddy","","Volkswagen","Caddy",NULL
1654,124,"California","","Volkswagen","California",NULL
